,,,,2002,to,2010,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Gujarat,Rajkot,Gondal,Average,Spices,110.7,1500,3520,2675,07-08-2006
Gujarat,Rajkot,Gondal,Average,Spices,125.6,1455,3845,2720,07-10-2006
Gujarat,Rajkot,Gondal,Average,Spices,120.7,1400,3875,2700,07-11-2006
Gujarat,Rajkot,Gondal,Average,Spices,156.2,1500,3635,2750,07-12-2006
Gujarat,Rajkot,Gondal,Average,Spices,145.4,1355,3595,2615,7/13/2006
Gujarat,Rajkot,Gondal,Average,Spices,134.4,1405,3605,2600,7/14/2006
Gujarat,Rajkot,Gondal,Average,Spices,124.9,1500,3730,2610,7/15/2006
Gujarat,Rajkot,Gondal,Average,Spices,135.4,1500,3595,2700,7/17/2006
Gujarat,Rajkot,Gondal,Average,Spices,100.2,1500,3710,2675,7/18/2006
Gujarat,Rajkot,Gondal,Average,Spices,146.1,1455,3620,2655,7/19/2006
Gujarat,Rajkot,Gondal,Average,Spices,121.2,1355,3285,2575,7/20/2006
Gujarat,Rajkot,Gondal,Average,Spices,146.3,1405,3410,2625,7/21/2006
Gujarat,Rajkot,Gondal,Average,Spices,110.5,1180,3165,2500,7/22/2006
Gujarat,Rajkot,Gondal,Average,Spices,155.6,1405,3375,2650,7/24/2006
Gujarat,Rajkot,Gondal,Average,Spices,158,1280,3765,2640,7/25/2006
Gujarat,Rajkot,Gondal,Average,Spices,149.9,1500,3635,2600,7/26/2006
Gujarat,Rajkot,Gondal,Average,Spices,129.1,1355,3615,2650,7/27/2006
Gujarat,Rajkot,Gondal,Other,Spices,150.1,1500,3890,2900,08-03-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,544.00",1500,3780,2900,08-04-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,455.00",1500,3615,2875,08-05-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,880.00",1500,3740,2850,08-08-2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,389.00",2100,4080,3155,08-10-2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,311.00",2130,4165,3200,08-11-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,814.00",2250,4200,3320,08-12-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,507.00",2110,4505,3400,8/21/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,826.00",2500,4500,3600,8/22/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,341.00",2500,4605,3650,8/24/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,547.00",2700,4955,3575,8/25/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,618.00",2625,4560,3600,8/26/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,528.00",2500,4955,3425,8/29/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,133.00",2375,4195,3375,8/30/2006
Gujarat,Rajkot,Gondal,Average,Spices,905,2500,4165,3250,8/31/2006
Gujarat,Rajkot,Gondal,Average,Spices,856,2355,4580,3250,09-01-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,084.00",2355,4580,3250,09-02-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,129.00",2250,4575,3400,09-04-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,217.00",2255,4630,3400,09-05-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,269.00",2230,4210,3250,09-06-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,570.00",2010,4150,3330,09-07-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,477.00",2000,4360,3400,09-08-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,262.00",2250,4545,3500,09-09-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,260.00",2205,4555,3350,09-11-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,166.00",2200,4350,3400,09-12-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,330.00",2255,5000,3600,9/13/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,171.00",2205,4660,3375,9/14/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,333.00",2105,4725,3375,9/15/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,054.00",2155,4185,3180,9/16/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,022.00",2000,4545,3200,9/18/2006
Gujarat,Rajkot,Gondal,Average,Spices,888,2000,4515,3150,9/19/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,153.00",2000,4285,3350,9/20/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,253.00",2000,4580,3375,9/21/2006
Gujarat,Rajkot,Gondal,Average,Spices,730,1905,4500,3400,9/22/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,348.00",2000,4345,3600,9/23/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,684.00",2250,4665,3500,9/25/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,470.00",2255,4655,3750,9/26/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,712.00",2355,4805,3750,9/27/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,471.00",2250,4795,3400,9/28/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,448.00",2250,4655,3400,9/29/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,688.00",2255,4805,3400,9/30/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,394.00",2255,4300,3375,10-03-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,496.00",2000,4330,3200,10-04-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,493.00",2000,4440,3360,10-05-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,333.00",1875,4555,3350,10-06-2006
Gujarat,Rajkot,Gondal,Average,Spices,684,1750,4360,3250,10-07-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,485.00",1750,4350,3200,10-09-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,486.00",1750,4800,3400,10-10-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,036.00",1875,4505,3250,10-11-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,462.00",1750,4705,3300,10-12-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,950.00",1750,4420,3400,10/13/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,682.00",1750,4385,3250,10/14/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,460.00",1750,4610,3300,10/16/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,954.00",1750,4455,3350,10/17/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,723.00",1500,4355,3375,10/18/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,767.00",1500,4405,3250,10/19/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,596.00",1750,4435,3400,10/27/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,905.00",2000,4550,3500,10/28/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,383.00",2000,5055,3600,10/30/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,973.00",2250,4645,3700,11-01-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,502.00",2250,4575,3700,11-02-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,789.00",2000,4500,3700,11-03-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,884.00",2000,4790,3700,11-04-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,996.00",2000,4710,3750,11-06-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,684.00",2000,4650,3700,11-07-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,828.00",2000,4340,3600,11-08-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,713.00",2000,4370,3600,11-09-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,478.00",2000,4710,3450,11-10-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,773.00",1750,4325,3375,11-11-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,540.00",1750,4315,3500,11/13/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,000.00",1750,4445,3500,11/14/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,585.00",1750,4500,3400,11/15/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,551.00",1750,4335,3500,11/16/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,752.00",1750,4355,3450,11/17/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,612.00",1750,4430,3500,11/18/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,896.00",1750,4505,3550,11/20/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,773.00",1750,4675,3650,11/21/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,106.00",2500,5200,3875,11/22/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,022.00",2500,4980,3900,11/23/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,657.00",2500,4650,3850,11/24/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,796.00",3250,5555,4250,11/25/2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,268.00",3250,5625,4450,11/27/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,992.00",3500,6250,4750,11/28/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,560.00",3750,7250,5500,11/29/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,200.00",3500,6995,5000,11/30/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,203.00",3250,6250,4500,12-01-2006
Gujarat,Rajkot,Gondal,Average,Spices,873,3000,6185,4500,12-02-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,393.00",3000,6565,4850,12-04-2006
Gujarat,Rajkot,Gondal,Average,Spices,"2,775.00",3250,6625,5000,12-05-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,281.00",3000,6425,4750,12-06-2006
Gujarat,Rajkot,Gondal,Average,Spices,717,3000,7250,4750,12-07-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,077.00",3000,6215,4750,12-08-2006
Gujarat,Rajkot,Gondal,Average,Spices,993,3000,6010,4600,12-09-2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,176.00",3000,6500,4750,12-11-2006
Gujarat,Rajkot,Gondal,Average,Spices,697,3000,6850,4775,12/14/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,518.00",3000,6540,4875,12/18/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,542.00",3000,6160,4750,12/19/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,919.00",3000,6065,4750,12/20/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,378.00",3000,6000,4650,12/21/2006
Gujarat,Rajkot,Gondal,Average,Spices,990,3000,5865,4625,12/22/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,933.00",3000,5625,4750,12/23/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,830.00",3000,6005,4750,12/26/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,152.00",3000,5900,4725,12/27/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,370.00",3000,6170,4850,12/28/2006
Gujarat,Rajkot,Gondal,Average,Spices,"1,728.00",3250,6180,4800,01-04-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,195.00",3500,6575,5000,01-05-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,398.00",3250,6500,5500,01-06-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,339.00",3250,6585,5375,01-08-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,568.00",3250,6295,5450,01-09-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,280.00",3250,6040,5375,01-10-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,195.00",3250,5565,4875,01-11-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,173.00",3000,6130,4750,01-12-2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,002.00",3000,6040,4875,1/13/2007
Gujarat,Rajkot,Gondal,Average,Spices,813,3000,5615,4750,1/15/2007
Gujarat,Rajkot,Gondal,Average,Spices,913,3000,6105,4750,1/16/2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,410.00",3000,6285,5000,1/17/2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,241.00",3000,6170,5000,1/18/2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,500.00",3000,6240,5000,1/19/2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,368.00",3000,5405,4750,1/20/2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,179.00",3000,5605,4750,1/22/2007
Gujarat,Rajkot,Gondal,Average,Spices,"1,482.00",3000,5485,4700,1/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,53.6,2500,5535,4400,02-01-2007
Gujarat,Rajkot,Gondal,Other,Spices,53.6,1250,5165,3125,02-01-2007
Gujarat,Rajkot,Gondal,UP,Spices,53.6,3500,5600,4360,02-01-2007
Gujarat,Rajkot,Gondal,Desi,Spices,57.7,2430,5550,3880,02-02-2007
Gujarat,Rajkot,Gondal,Other,Spices,57.7,1250,5105,3700,02-02-2007
Gujarat,Rajkot,Gondal,UP,Spices,57.7,3930,6335,5915,02-02-2007
Gujarat,Rajkot,Gondal,Desi,Spices,90.6,1000,5085,3000,02-03-2007
Gujarat,Rajkot,Gondal,UP,Spices,90.6,3750,5705,5255,02-03-2007
Gujarat,Rajkot,Gondal,Desi,Spices,112.8,1250,4615,3125,02-05-2007
Gujarat,Rajkot,Gondal,UP,Spices,112.8,2500,5970,5405,02-05-2007
Gujarat,Rajkot,Gondal,Desi,Spices,133.1,1250,4995,3250,02-06-2007
Gujarat,Rajkot,Gondal,UP,Spices,133.1,3000,5830,5300,02-06-2007
Gujarat,Rajkot,Gondal,Desi,Spices,109.3,1250,5145,3500,02-07-2007
Gujarat,Rajkot,Gondal,Other,Spices,109.3,2000,6055,5375,02-07-2007
Gujarat,Rajkot,Gondal,UP,Spices,109.3,3760,5750,5200,02-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,118.6,1250,5055,3375,02-08-2007
Gujarat,Rajkot,Gondal,UP,Spices,118.6,5155,6185,5740,02-08-2007
Gujarat,Rajkot,Gondal,Desi,Spices,134.2,1250,4340,3000,02-09-2007
Gujarat,Rajkot,Gondal,UP,Spices,134.2,3000,6355,5500,02-09-2007
Gujarat,Rajkot,Gondal,UP,Spices,150,2500,5995,5255,02-10-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,123.4,3500,5320,5090,2/13/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,145.3,4545,4925,4855,2/14/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,162.7,2505,5400,4765,2/15/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,120.3,2180,5605,4275,2/17/2007
Gujarat,Rajkot,Gondal,Desi,Spices,235.7,1000,3255,2125,2/19/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,235.7,1925,4815,3500,2/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,202.2,1500,3105,2375,2/20/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,202.2,2000,4755,3600,2/20/2007
Gujarat,Rajkot,Gondal,Desi,Spices,172.2,1800,3000,2755,2/21/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,172.2,2405,4310,3325,2/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,160.5,1500,2845,2600,2/22/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,160.5,2230,3750,2825,2/22/2007
Gujarat,Rajkot,Gondal,Desi,Spices,129.7,1500,2840,2275,2/23/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,129.7,2130,3740,2880,2/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,168.9,1500,2750,2275,2/24/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,168.9,2250,3750,2855,2/24/2007
Gujarat,Rajkot,Gondal,Desi,Spices,199.3,1500,2750,2250,2/26/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,199.3,2000,3525,3000,2/26/2007
Gujarat,Rajkot,Gondal,Desi,Spices,164.7,1500,2805,2175,2/27/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,164.7,1980,3020,2230,2/27/2007
Gujarat,Rajkot,Gondal,Desi,Spices,169.2,1500,2700,2125,2/28/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,169.2,1805,3050,2280,2/28/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,153.8,1500,2855,2600,03-01-2007
Gujarat,Rajkot,Gondal,Desi,Spices,182.5,1000,2415,1750,03-02-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,182.5,1355,2910,2775,03-02-2007
Gujarat,Rajkot,Gondal,Desi,Spices,191.6,1125,2605,1800,03-03-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,191.6,1505,3420,3000,03-03-2007
Gujarat,Rajkot,Gondal,Desi,Spices,220.3,1250,2595,1850,03-05-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,220.3,1750,2875,2725,03-05-2007
Gujarat,Rajkot,Gondal,Desi,Spices,288.2,1250,2530,1900,03-06-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,288.2,1905,3115,2780,03-06-2007
Gujarat,Rajkot,Gondal,Desi,Spices,195.3,1250,2775,1850,03-07-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,195.3,1985,3495,2725,03-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,200.6,1355,3095,2150,03-08-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,200.6,1705,2845,2710,03-08-2007
Gujarat,Rajkot,Gondal,Desi,Spices,240.8,1500,3145,2250,03-09-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,240.8,2365,4055,3345,03-09-2007
Gujarat,Rajkot,Gondal,Desi,Spices,238.2,1500,2825,2000,03-10-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,238.2,2000,3505,3205,03-10-2007
Gujarat,Rajkot,Gondal,Desi,Spices,265.4,1400,2850,2000,03-12-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,265.4,2055,3660,3150,03-12-2007
Gujarat,Rajkot,Gondal,Desi,Spices,253.5,1500,3000,2300,3/13/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,253.5,1980,3995,3500,3/13/2007
Gujarat,Rajkot,Gondal,Desi,Spices,216.6,1500,2765,2175,3/14/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,216.6,2725,3615,3500,3/14/2007
Gujarat,Rajkot,Gondal,Desi,Spices,294.5,1500,2820,2000,3/15/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,294.5,2000,3915,3245,3/15/2007
Gujarat,Rajkot,Gondal,Desi,Spices,175.3,1500,2795,1900,3/16/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,175.3,2030,3645,3635,3/16/2007
Gujarat,Rajkot,Gondal,Desi,Spices,219.2,1500,2865,1900,3/17/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,219.2,3105,3165,3165,3/17/2007
Gujarat,Rajkot,Gondal,Desi,Spices,139.1,1355,2550,1950,3/19/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,139.1,3945,3945,3945,3/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,219,1250,2495,1900,3/20/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,219,1830,3285,3285,3/20/2007
Gujarat,Rajkot,Gondal,Desi,Spices,181,1250,2630,2000,3/21/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,181,2705,2705,2705,3/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,98.8,1250,2550,1950,3/22/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,98.8,1725,3355,3000,3/22/2007
Gujarat,Rajkot,Gondal,Desi,Spices,234.4,1250,2590,2000,3/23/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,234.4,1855,3385,3115,3/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,291.3,1250,2765,2125,04-03-2007
Gujarat,Rajkot,Gondal,Desi,Spices,233.2,1250,2705,2000,04-04-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,233.2,3435,3435,3435,04-04-2007
Gujarat,Rajkot,Gondal,Desi,Spices,287.2,1250,2735,2000,04-05-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,287.2,2500,3805,3705,04-05-2007
Gujarat,Rajkot,Gondal,Desi,Spices,221.2,1250,2905,2000,04-06-2007
Gujarat,Rajkot,Gondal,New Gola,Spices,221.2,3500,3655,3500,04-06-2007
Gujarat,Rajkot,Gondal,Desi,Spices,287.1,1250,2925,2000,04-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,208.8,1250,2800,1875,04-09-2007
Gujarat,Rajkot,Gondal,Desi,Spices,38.7,1250,2865,2000,04-10-2007
Gujarat,Rajkot,Gondal,Desi,Spices,159.6,1250,2825,2150,04-11-2007
Gujarat,Rajkot,Gondal,Desi,Spices,246,1250,3205,2250,04-12-2007
Gujarat,Rajkot,Gondal,Desi,Spices,206.3,1250,3235,2250,4/13/2007
Gujarat,Rajkot,Gondal,Desi,Spices,231.9,1250,2985,2200,4/16/2007
Gujarat,Rajkot,Gondal,Desi,Spices,240.6,1250,2935,2250,4/17/2007
Gujarat,Rajkot,Gondal,Desi,Spices,227.1,1250,3105,2175,4/18/2007
Gujarat,Rajkot,Gondal,Desi,Spices,122.9,1250,2965,2000,4/19/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,122.9,4325,4325,4325,4/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,120.3,1000,2905,1800,4/20/2007
Gujarat,Rajkot,Gondal,Desi,Spices,196.5,1250,3080,2250,4/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,204.3,1250,3190,2125,4/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,199.5,1500,3265,2250,4/24/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,199.5,3680,3680,3680,4/24/2007
Gujarat,Rajkot,Gondal,Desi,Spices,189.3,1500,3345,2250,4/25/2007
Gujarat,Rajkot,Gondal,New Gola,Spices,189.3,4000,4000,4000,4/25/2007
Gujarat,Rajkot,Gondal,Desi,Spices,208.5,1500,3500,2250,4/26/2007
Gujarat,Rajkot,Gondal,Desi,Spices,172.8,1250,3005,2125,4/27/2007
Gujarat,Rajkot,Gondal,Desi,Spices,165,1250,2945,2225,4/28/2007
Gujarat,Rajkot,Gondal,Desi,Spices,227.1,1500,3405,2375,4/30/2007
Gujarat,Rajkot,Gondal,Desi,Spices,176.7,1500,3055,2400,05-01-2007
Gujarat,Rajkot,Gondal,Desi,Spices,126,1500,3150,2250,05-02-2007
Gujarat,Rajkot,Gondal,Desi,Spices,160.8,1500,3265,2250,05-03-2007
Gujarat,Rajkot,Gondal,Desi,Spices,163.5,1500,3000,2250,05-04-2007
Gujarat,Rajkot,Gondal,Desi,Spices,197.4,1500,3080,2250,05-05-2007
Gujarat,Rajkot,Gondal,Desi,Spices,131.4,1250,3180,2000,05-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,170.3,1500,3350,2300,05-08-2007
Gujarat,Rajkot,Gondal,Desi,Spices,148.2,1500,3255,2400,05-09-2007
Gujarat,Rajkot,Gondal,Desi,Spices,216.9,1500,3310,2400,05-10-2007
Gujarat,Rajkot,Gondal,Desi,Spices,185.1,1500,3430,2350,05-11-2007
Gujarat,Rajkot,Gondal,Desi,Spices,147.9,1500,3000,2350,05-12-2007
Gujarat,Rajkot,Gondal,Desi,Spices,196.8,1500,3000,2250,5/14/2007
Gujarat,Rajkot,Gondal,Desi,Spices,217.8,1500,3265,2375,5/16/2007
Gujarat,Rajkot,Gondal,Desi,Spices,168.3,1500,3330,2375,5/17/2007
Gujarat,Rajkot,Gondal,Desi,Spices,168,1500,3350,2350,5/18/2007
Gujarat,Rajkot,Gondal,Desi,Spices,162.3,1500,3240,2250,5/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,217.8,1500,3035,2400,5/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,150.9,1500,3235,2250,5/22/2007
Gujarat,Rajkot,Gondal,Desi,Spices,181.8,1500,3050,2200,5/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,141,1500,2975,2200,06-09-2007
Gujarat,Rajkot,Gondal,Desi,Spices,201.6,1500,3210,2350,06-11-2007
Gujarat,Rajkot,Gondal,Desi,Spices,191.1,1500,3180,2250,06-12-2007
Gujarat,Rajkot,Gondal,Desi,Spices,147.9,1500,3275,2300,6/13/2007
Gujarat,Rajkot,Gondal,Desi,Spices,93.3,1250,2750,2200,6/14/2007
Gujarat,Rajkot,Gondal,Desi,Spices,85.5,1500,3260,2300,6/15/2007
Gujarat,Rajkot,Gondal,Desi,Spices,218.7,1500,3160,2400,6/16/2007
Gujarat,Rajkot,Gondal,Desi,Spices,275.1,1500,3135,2400,6/18/2007
Gujarat,Rajkot,Gondal,Desi,Spices,212.7,1500,3330,2500,6/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,214.2,1500,3255,2650,6/20/2007
Gujarat,Rajkot,Gondal,Desi,Spices,171,1500,3480,2650,6/21/2007
Gujarat,Rajkot,Gondal,Desi,Spices,142.2,1500,3475,2500,6/22/2007
Gujarat,Rajkot,Gondal,Desi,Spices,190.8,1500,3515,2675,6/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,165,1500,3455,2700,6/25/2007
Gujarat,Rajkot,Gondal,Desi,Spices,167.1,1500,3630,2750,6/27/2007
Gujarat,Rajkot,Gondal,Desi,Spices,184.2,1500,3600,2800,6/28/2007
Gujarat,Rajkot,Gondal,Desi,Spices,167.4,1500,3520,2900,6/29/2007
Gujarat,Rajkot,Gondal,Desi,Spices,117,1500,3505,2625,6/30/2007
Gujarat,Rajkot,Gondal,Desi,Spices,148.5,2000,3855,3200,07-04-2007
Gujarat,Rajkot,Gondal,Desi,Spices,152.4,2000,4170,3250,07-05-2007
Gujarat,Rajkot,Gondal,Desi,Spices,113.7,2000,4040,3100,07-06-2007
Gujarat,Rajkot,Gondal,Desi,Spices,137.1,2000,4270,3250,07-07-2007
Gujarat,Rajkot,Gondal,Desi,Spices,129,2000,4195,3200,07-09-2007
Gujarat,Rajkot,Gondal,Desi,Spices,114.9,2000,4230,3150,07-10-2007
Gujarat,Rajkot,Gondal,Desi,Spices,99.3,2000,4205,3250,07-11-2007
Gujarat,Rajkot,Gondal,Desi,Spices,107.1,2000,4220,3250,07-12-2007
Gujarat,Rajkot,Gondal,Desi,Spices,87.9,2000,4125,3250,7/13/2007
Gujarat,Rajkot,Gondal,Desi,Spices,96.9,2000,4035,3000,7/14/2007
Gujarat,Rajkot,Gondal,Desi,Spices,94.2,2000,4425,3250,7/17/2007
Gujarat,Rajkot,Gondal,Desi,Spices,82.2,2000,4405,3250,7/18/2007
Gujarat,Rajkot,Gondal,Desi,Spices,139.8,2000,4260,3350,7/19/2007
Gujarat,Rajkot,Gondal,Desi,Spices,87.6,2000,4350,3250,7/20/2007
Gujarat,Rajkot,Gondal,Desi,Spices,137.4,2000,4060,3250,7/23/2007
Gujarat,Rajkot,Gondal,Desi,Spices,92.7,2000,4145,3250,7/24/2007
Gujarat,Rajkot,Gondal,Desi,Spices,82.5,2000,4040,3250,7/25/2007
Gujarat,Rajkot,Gondal,Desi,Spices,82.2,2000,4195,3250,7/26/2007
Gujarat,Rajkot,Gondal,Desi,Spices,84.9,2000,4245,3250,7/27/2007
Gujarat,Rajkot,Gondal,Desi,Spices,51,2000,4250,3250,7/28/2007
