,,,,2002,to,2010,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Gujarat,Rajkot,Gondal,Desi,Spices,93,1555,6755,4505,06-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,89.4,1480,6355,4505,06-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,88.2,1655,7005,4755,06-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,80.4,1555,6755,4505,06-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,54.9,1755,6905,4505,06-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,75.6,1755,6755,4505,6/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,53.4,1755,6955,5005,6/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,55.5,1955,6905,4755,6/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,44.7,1755,6405,4255,6/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,51.9,1730,6455,4505,6/18/2015
Gujarat,Rajkot,Gondal,Desi,Spices,64.8,1355,5905,4405,6/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,58.5,1555,5355,4255,6/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,49.2,1705,6405,4705,6/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,34.5,1605,5855,4705,6/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,16.8,1705,5005,3255,6/25/2015
Gujarat,Rajkot,Gondal,Desi,Spices,15,1805,5905,3905,6/26/2015
Gujarat,Rajkot,Gondal,Desi,Spices,27.6,2305,5855,3885,6/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,35.4,1755,5855,3455,6/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,24.6,1805,5505,3805,6/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,33.6,1705,5655,4005,07-01-2015
Gujarat,Rajkot,Gondal,Desi,Spices,36,1755,5405,3885,07-02-2015
Gujarat,Rajkot,Gondal,Desi,Spices,98.8,530,1605,1380,07-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,18,1655,5555,3805,07-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,29.1,1655,5455,3455,07-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,33.6,1655,5555,3755,07-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,26.4,1805,5105,3605,07-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,22.8,1555,4705,3705,07-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,15.3,1955,5155,3305,07-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,31.2,1605,5505,4205,7/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,40.5,1505,5955,4455,7/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,30.6,1805,6355,4355,7/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,42.9,1955,6305,4705,7/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,31.8,1955,6105,4355,7/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,52.8,1755,6305,5005,7/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,71.4,1805,5905,5005,7/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,73.5,1805,6655,5055,7/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,30.3,2005,5755,4705,7/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,75.9,1955,6505,5055,7/24/2015
Gujarat,Rajkot,Gondal,Desi,Spices,56.1,1605,6455,4755,7/25/2015
Gujarat,Rajkot,Gondal,Desi,Spices,27.6,2655,6605,4855,7/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,26.1,1955,6855,5005,7/28/2015
Gujarat,Rajkot,Gondal,Desi,Spices,43.5,2655,6655,5255,7/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,69.3,2255,6905,5055,7/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,75.6,2705,6705,5205,7/31/2015
Gujarat,Rajkot,Gondal,Desi,Spices,55.8,2305,6705,5105,08-01-2015
Gujarat,Rajkot,Gondal,Desi,Spices,48,1955,6205,4805,08-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,47.4,2255,6005,4855,08-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,89.7,2005,6255,4905,08-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,75,2055,6155,4995,08-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,48,1955,6205,4705,08-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,45.9,2255,6405,4755,08-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,68.4,2255,6305,4995,08-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,85.2,1755,6455,4995,08-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,77.4,2255,5855,4755,08-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,94.8,2555,6205,4995,8/13/2015
Gujarat,Rajkot,Gondal,Desi,Spices,72.6,2455,6255,4855,8/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,82.2,2855,6655,5205,8/18/2015
Gujarat,Rajkot,Gondal,Desi,Spices,129.6,2755,6950,5205,8/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,76.8,2505,5705,4455,8/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,82.8,2605,5955,4755,8/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,96.6,2505,5905,4255,8/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,129.6,2255,6655,5255,8/28/2015
Gujarat,Rajkot,Gondal,Desi,Spices,142.2,2455,5805,4855,09-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,246.9,2955,6205,5005,09-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,219.9,2405,5855,4705,09-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,259.5,2455,6205,4755,09-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,129.6,2405,5805,4605,09-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,157.6,2405,5505,4455,9/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,163.8,2255,5405,4255,9/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,174.6,2455,5755,4255,9/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,162,2255,5955,4605,9/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,62.7,2205,5055,4205,9/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,50.4,2155,5405,4205,9/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,48.9,2205,5455,4355,9/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,114.9,2505,5905,4505,9/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,124.8,2455,5505,4255,9/24/2015
Gujarat,Rajkot,Gondal,Desi,Spices,148.2,2155,5355,4255,9/26/2015
Gujarat,Rajkot,Gondal,Desi,Spices,211.2,2205,5505,4255,9/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,202.8,2205,5405,4355,10-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,240.9,2405,6105,4405,10-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,253.8,2555,6355,4455,10-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,298.8,2505,6005,4505,10-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,200.6,2505,6355,4755,10-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,214.8,2255,6005,4505,10/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,221.4,2505,6455,4755,10/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,110.4,2205,5955,4405,10/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,314.4,2505,6555,4805,10/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,253.2,2505,6305,5005,10/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,264.9,2505,6355,5005,10/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,198.6,2755,6805,4995,10/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,258.6,2455,6505,4995,10/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,288.6,2505,6505,5005,10/26/2015
Gujarat,Rajkot,Gondal,Desi,Spices,249.3,2505,6205,4855,10/27/2015
Gujarat,Rajkot,Gondal,Desi,Spices,218.4,2505,6705,5005,10/28/2015
Gujarat,Rajkot,Gondal,Desi,Spices,189.6,2705,7105,5255,10/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,352.8,2555,7655,5505,10/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,246.9,2855,7655,5705,11-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,260.4,2955,7905,5755,11-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,318,3505,8355,5955,11-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,265.8,3005,7905,5805,11-06-2015
Gujarat,Rajkot,Gondal,Desi,Spices,315.6,3455,7905,5755,11-07-2015
Gujarat,Rajkot,Gondal,Desi,Spices,275.4,2955,8805,6205,11/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,343.8,3755,9755,7705,11/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,334.2,5005,10505,8005,11/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,303,4995,9755,7755,11/20/2015
Gujarat,Rajkot,Gondal,Desi,Spices,273,5105,10605,8355,11/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,173.4,4455,12205,8255,12-01-2015
Gujarat,Rajkot,Gondal,Desi,Spices,212.1,4455,11705,7905,12-02-2015
Gujarat,Rajkot,Gondal,Desi,Spices,186.6,4455,12205,8255,12-03-2015
Gujarat,Rajkot,Gondal,Desi,Spices,204,4455,11705,8005,12-04-2015
Gujarat,Rajkot,Gondal,Desi,Spices,190.2,4995,12255,8505,12-05-2015
Gujarat,Rajkot,Gondal,Desi,Spices,208.8,4655,13005,9755,12-08-2015
Gujarat,Rajkot,Gondal,Desi,Spices,220.2,4995,12855,9355,12-09-2015
Gujarat,Rajkot,Gondal,Desi,Spices,177,4995,12155,7755,12-10-2015
Gujarat,Rajkot,Gondal,Desi,Spices,189,4005,11905,7855,12-11-2015
Gujarat,Rajkot,Gondal,Desi,Spices,174.6,4205,10655,7755,12-12-2015
Gujarat,Rajkot,Gondal,Desi,Spices,221.4,4995,11955,7705,12/14/2015
Gujarat,Rajkot,Gondal,Desi,Spices,160.2,4455,10605,7505,12/15/2015
Gujarat,Rajkot,Gondal,Desi,Spices,180.9,4205,9905,7255,12/16/2015
Gujarat,Rajkot,Gondal,Desi,Spices,96.3,3655,8555,6755,12/17/2015
Gujarat,Rajkot,Gondal,Desi,Spices,158.4,3705,9205,6955,12/18/2015
Gujarat,Rajkot,Gondal,Desi,Spices,195,4455,9995,7955,12/19/2015
Gujarat,Rajkot,Gondal,Desi,Spices,151.2,4205,10805,8005,12/21/2015
Gujarat,Rajkot,Gondal,Desi,Spices,270,4255,9355,7255,12/22/2015
Gujarat,Rajkot,Gondal,Desi,Spices,210.6,4255,8855,7205,12/23/2015
Gujarat,Rajkot,Gondal,Desi,Spices,260.1,4255,8905,7255,12/28/2015
Gujarat,Rajkot,Gondal,Desi,Spices,243,4255,8605,7255,12/29/2015
Gujarat,Rajkot,Gondal,Desi,Spices,144.3,4255,8855,7005,12/30/2015
Gujarat,Rajkot,Gondal,Desi,Spices,148.8,3705,9105,7005,01-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,189,3955,9205,6755,01-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,204,4255,8005,6505,01-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,235.2,3755,8055,6155,01-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,220.2,3955,8055,6305,01-06-2016
Gujarat,Rajkot,Gondal,Desi,Spices,188.7,3455,7555,6255,01-07-2016
Gujarat,Rajkot,Gondal,Desi,Spices,249.6,3705,7855,6255,01-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,216.6,3255,8205,4805,01-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,162.6,3255,7305,5605,01-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,217.5,3505,7555,5755,01-12-2016
Gujarat,Rajkot,Gondal,Desi,Spices,195.6,3455,8355,6255,1/13/2016
Gujarat,Rajkot,Gondal,Desi,Spices,234,3705,8155,6205,1/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,202.2,4205,8205,6855,1/18/2016
Gujarat,Rajkot,Gondal,Desi,Spices,178.8,4455,9455,7205,1/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,241.2,3905,10705,8255,1/20/2016
Gujarat,Rajkot,Gondal,Desi,Spices,207.6,4205,8555,7505,1/22/2016
Gujarat,Rajkot,Gondal,Desi,Spices,208.2,4255,9455,7305,1/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,194.4,3705,8955,7255,1/29/2016
Gujarat,Rajkot,Gondal,Desi,Spices,88.2,4055,9305,7455,1/30/2016
Gujarat,Rajkot,Gondal,Desi,Spices,96.6,4205,9355,7405,02-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,83.4,4455,9455,7305,02-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,46.2,4205,9905,7555,02-03-2016
Gujarat,Rajkot,Gondal,Desi,Spices,34.3,4555,9705,7605,02-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,60.6,5605,8205,7405,02-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,29.1,4455,7705,7405,02-06-2016
Gujarat,Rajkot,Gondal,Desi,Spices,52.8,5555,9055,7305,02-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,28,4455,9455,6355,02-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,18.9,2905,9270,6955,02-10-2016
Gujarat,Rajkot,Gondal,Desi,Spices,22.9,4805,8255,5955,02-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,14.6,4995,8355,7455,02-12-2016
Gujarat,Rajkot,Gondal,Desi,Spices,17.2,3255,5155,3455,2/13/2016
Gujarat,Rajkot,Gondal,Desi,Spices,26.6,2905,6205,4355,2/15/2016
Gujarat,Rajkot,Gondal,Desi,Spices,22.8,2905,5355,4905,2/18/2016
Gujarat,Rajkot,Gondal,Desi,Spices,24.7,2205,4995,4155,2/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,18.3,2555,4505,4205,2/22/2016
Gujarat,Rajkot,Gondal,Desi,Spices,14.4,3005,5305,4995,2/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,18.4,3205,5705,5105,2/24/2016
Gujarat,Rajkot,Gondal,Desi,Spices,37.2,2405,4905,4305,2/25/2016
Gujarat,Rajkot,Gondal,Desi,Spices,22.8,2705,4905,4055,2/26/2016
Gujarat,Rajkot,Gondal,Desi,Spices,26.6,3055,4755,4205,2/27/2016
Gujarat,Rajkot,Gondal,Desi,Spices,22.2,1805,5500,3805,2/29/2016
Gujarat,Rajkot,Gondal,Desi,Spices,24.6,2955,8755,4755,03-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,12.7,3055,4705,4255,03-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,38.2,2705,4755,3885,03-03-2016
Gujarat,Rajkot,Gondal,Desi,Spices,22,2905,4505,4055,03-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,33,2855,4655,3885,03-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,38.8,2655,4505,3805,03-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,36.6,2905,4505,3885,03-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,30.2,2955,4755,3905,03-10-2016
Gujarat,Rajkot,Gondal,Desi,Spices,16.9,2405,4905,3705,03-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,20.6,2705,4105,3155,03-12-2016
Gujarat,Rajkot,Gondal,Desi,Spices,46.5,3305,4755,3955,3/14/2016
Gujarat,Rajkot,Gondal,Desi,Spices,25.4,3255,4455,3655,3/15/2016
Gujarat,Rajkot,Gondal,Desi,Spices,45.7,3305,4855,3805,3/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,50.3,3105,4705,4155,3/18/2016
Gujarat,Rajkot,Gondal,Desi,Spices,86.1,3755,5205,4355,3/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,143.1,3405,5655,4355,3/21/2016
Gujarat,Rajkot,Gondal,Desi,Spices,126.2,3405,5655,4405,3/22/2016
Gujarat,Rajkot,Gondal,Desi,Spices,66.9,3405,5605,3955,3/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,127.5,2905,5105,3755,04-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,85.2,2755,4995,3805,04-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,135.8,2805,5855,3555,04-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,162.1,3205,5805,3885,04-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,153.3,2705,5555,4105,04-06-2016
Gujarat,Rajkot,Gondal,Desi,Spices,123.6,2755,4905,3955,04-07-2016
Gujarat,Rajkot,Gondal,Desi,Spices,124.7,2755,4605,3655,04-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,122.4,2655,5455,3755,04-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,243.1,2705,5455,3555,04-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,159.9,1500,4605,2605,4/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,182.6,2455,4995,3955,4/20/2016
Gujarat,Rajkot,Gondal,Desi,Spices,143,2905,6255,3955,4/21/2016
Gujarat,Rajkot,Gondal,Desi,Spices,104.2,2105,6555,3955,4/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,124.6,3155,6655,4455,4/25/2016
Gujarat,Rajkot,Gondal,Desi,Spices,73.9,2855,6705,3885,4/26/2016
Gujarat,Rajkot,Gondal,Desi,Spices,78.4,2505,6665,3885,4/28/2016
Gujarat,Rajkot,Gondal,Desi,Spices,65.6,2500,7255,3905,4/29/2016
Gujarat,Rajkot,Gondal,Desi,Spices,53,2155,6705,3155,4/30/2016
Gujarat,Rajkot,Gondal,Desi,Spices,73.2,2105,7005,5205,05-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,41.1,2250,6455,4655,05-03-2016
Gujarat,Rajkot,Gondal,Desi,Spices,54.5,3255,5905,3755,05-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,75.1,2505,7005,3505,05-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,60.2,2105,6455,3305,05-06-2016
Gujarat,Rajkot,Gondal,Desi,Spices,50.9,2705,6705,3505,05-07-2016
Gujarat,Rajkot,Gondal,Desi,Spices,46.9,2755,6305,3655,05-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,63.6,2205,7205,3155,05-10-2016
Gujarat,Rajkot,Gondal,Desi,Spices,67.6,2555,6305,3805,05-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,70.5,4005,7955,4755,5/14/2016
Gujarat,Rajkot,Gondal,Desi,Spices,81.3,4000,8305,5805,5/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,61.5,4005,8305,5655,5/17/2016
Gujarat,Rajkot,Gondal,Desi,Spices,57.2,4000,8705,5955,5/18/2016
Gujarat,Rajkot,Gondal,Desi,Spices,37.4,4105,8705,5655,5/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,430.9,3905,7755,6405,5/20/2016
Gujarat,Rajkot,Gondal,Desi,Spices,30.4,4105,8105,6755,5/21/2016
Gujarat,Rajkot,Gondal,Desi,Spices,47.4,3500,8005,6555,5/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,47.1,3755,9305,6205,5/24/2016
Gujarat,Rajkot,Gondal,Desi,Spices,37.2,3905,9505,6055,5/25/2016
Gujarat,Rajkot,Gondal,Desi,Spices,91.6,4055,10005,6805,5/26/2016
Gujarat,Rajkot,Gondal,Desi,Spices,45,4005,9455,6455,5/27/2016
Gujarat,Rajkot,Gondal,Desi,Spices,56.5,3750,9555,6055,5/28/2016
Gujarat,Rajkot,Gondal,Desi,Spices,71.6,3505,9205,6505,5/30/2016
Gujarat,Rajkot,Gondal,Desi,Spices,40.5,3755,9355,6755,5/31/2016
Gujarat,Rajkot,Gondal,Desi,Spices,40.5,3750,8755,6155,06-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,32.2,3755,9255,6255,06-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,50.2,4155,8355,6555,06-03-2016
Gujarat,Rajkot,Gondal,Desi,Spices,37.8,4250,8305,6655,06-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,35,4550,9255,6555,06-06-2016
Gujarat,Rajkot,Gondal,Desi,Spices,56.7,5000,9205,6805,06-07-2016
Gujarat,Rajkot,Gondal,Desi,Spices,46.6,4755,9205,6705,06-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,62.6,4500,9305,6705,06-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,51.8,4500,9105,6655,06-10-2016
Gujarat,Rajkot,Gondal,Desi,Spices,46.9,4500,8455,6555,06-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,48.3,4500,8855,6555,6/13/2016
Gujarat,Rajkot,Gondal,Desi,Spices,44.6,4250,8250,6655,6/14/2016
Gujarat,Rajkot,Gondal,Desi,Spices,26.5,3755,8105,6500,6/15/2016
Gujarat,Rajkot,Gondal,Desi,Spices,18.4,4000,7505,6105,6/17/2016
Gujarat,Rajkot,Gondal,Desi,Spices,28.2,3500,7755,6105,6/18/2016
Gujarat,Rajkot,Gondal,Desi,Spices,43.8,4155,8105,6205,6/20/2016
Gujarat,Rajkot,Gondal,Desi,Spices,22.5,4500,8885,6355,6/21/2016
Gujarat,Rajkot,Gondal,Desi,Spices,19.5,4250,8705,6255,6/22/2016
Gujarat,Rajkot,Gondal,Desi,Spices,30.5,3905,8105,6105,6/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,21.5,4500,8755,6255,6/24/2016
Gujarat,Rajkot,Gondal,Desi,Spices,33,4255,9055,6555,6/25/2016
Gujarat,Rajkot,Gondal,Desi,Spices,20.6,4500,9055,6500,6/27/2016
Gujarat,Rajkot,Gondal,Desi,Spices,21.7,3500,7455,6205,6/28/2016
Gujarat,Rajkot,Gondal,Desi,Spices,14.2,4105,8405,6055,6/29/2016
Gujarat,Rajkot,Gondal,Desi,Spices,15.3,4500,7855,6205,6/30/2016
Gujarat,Rajkot,Gondal,Desi,Spices,24.9,4055,7755,6205,07-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,12,3555,7105,6155,07-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,26.4,3500,6705,6055,07-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,22.6,4000,6955,6105,07-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,27.5,3500,7305,6205,07-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,18,4000,7805,6005,07-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,20.4,3885,7805,6205,07-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,14.1,3655,7305,5905,07-12-2016
Gujarat,Rajkot,Gondal,Desi,Spices,13.8,4505,8205,6055,7/13/2016
Gujarat,Rajkot,Gondal,Desi,Spices,28,4655,10005,6405,7/14/2016
Gujarat,Rajkot,Gondal,Desi,Spices,35,4305,9755,6605,7/15/2016
Gujarat,Rajkot,Gondal,Desi,Spices,32.5,4500,10455,7055,7/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,37.8,4705,9805,7105,7/18/2016
Gujarat,Rajkot,Gondal,Desi,Spices,44.4,5000,10705,7555,7/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,46.5,3105,10705,7705,7/20/2016
Gujarat,Rajkot,Gondal,Desi,Spices,59.1,3500,10455,7205,7/21/2016
Gujarat,Rajkot,Gondal,Desi,Spices,70.8,3055,10105,7555,7/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,37.9,2905,10155,7705,7/25/2016
Gujarat,Rajkot,Gondal,Desi,Spices,45.9,3000,9455,7705,7/26/2016
Gujarat,Rajkot,Gondal,Desi,Spices,40.1,3000,9855,7655,7/27/2016
Gujarat,Rajkot,Gondal,Desi,Spices,44.5,3500,11205,7855,7/28/2016
Gujarat,Rajkot,Gondal,Desi,Spices,45.4,3705,10455,7655,7/29/2016
Gujarat,Rajkot,Gondal,Desi,Spices,42.3,3205,11005,7905,7/30/2016
Gujarat,Rajkot,Gondal,Desi,Spices,44.5,2500,10805,7755,08-01-2016
Gujarat,Rajkot,Gondal,Desi,Spices,45.6,3155,11205,7855,08-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,50.7,3305,11205,7905,08-03-2016
Gujarat,Rajkot,Gondal,Desi,Spices,65.9,3000,11705,7955,08-04-2016
Gujarat,Rajkot,Gondal,Desi,Spices,33.6,3005,11205,7905,08-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,24.3,3000,9655,7505,08-06-2016
Gujarat,Rajkot,Gondal,Desi,Spices,39.1,3000,11355,7955,08-08-2016
Gujarat,Rajkot,Gondal,Desi,Spices,30.2,3500,10555,8505,08-10-2016
Gujarat,Rajkot,Gondal,Desi,Spices,39.9,4055,10355,8055,08-11-2016
Gujarat,Rajkot,Gondal,Desi,Spices,48.1,2500,9905,7805,08-12-2016
Gujarat,Rajkot,Gondal,Desi,Spices,32.5,3555,9705,7805,8/13/2016
Gujarat,Rajkot,Gondal,Desi,Spices,49,3005,9255,7705,8/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,43.8,2905,9805,7705,8/17/2016
Gujarat,Rajkot,Gondal,Desi,Spices,49.8,3255,9755,8005,8/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,50.3,2505,10005,8155,8/22/2016
Gujarat,Rajkot,Gondal,Desi,Spices,24.3,5155,9455,7955,8/23/2016
Gujarat,Rajkot,Gondal,Desi,Spices,30.9,3500,9555,8105,8/29/2016
Gujarat,Rajkot,Gondal,Desi,Spices,61.4,3000,10205,8205,8/30/2016
Gujarat,Rajkot,Gondal,Desi,Spices,57.6,3955,9995,8205,8/31/2016
Gujarat,Rajkot,Gondal,Desi,Spices,81.4,2705,9705,8205,09-02-2016
Gujarat,Rajkot,Gondal,Desi,Spices,69.3,3105,9505,8255,09-03-2016
Gujarat,Rajkot,Gondal,Desi,Spices,92.5,3355,9205,7805,09-05-2016
Gujarat,Rajkot,Gondal,Desi,Spices,74.7,3250,8755,7555,09-09-2016
Gujarat,Rajkot,Gondal,Desi,Spices,85.6,2505,9105,7705,09-10-2016
Gujarat,Rajkot,Gondal,Desi,Spices,100.8,2505,7655,7555,09-12-2016
Gujarat,Rajkot,Gondal,Desi,Spices,133.3,3000,8955,7755,9/14/2016
Gujarat,Rajkot,Gondal,Desi,Spices,87.5,5005,8555,7355,9/15/2016
Gujarat,Rajkot,Gondal,Desi,Spices,72.6,4605,9105,7455,9/16/2016
Gujarat,Rajkot,Gondal,Desi,Spices,65.4,4605,9405,7555,9/17/2016
Gujarat,Rajkot,Gondal,Desi,Spices,46,4705,8605,7605,9/19/2016
Gujarat,Rajkot,Gondal,Desi,Spices,76.3,4505,9255,8205,9/20/2016
Gujarat,Rajkot,Gondal,Desi,Spices,51.4,3105,8955,7605,9/21/2016
Gujarat,Rajkot,Gondal,Desi,Spices,72.3,4055,9205,7605,9/22/2016
